	GS000a	GS000b	GS000c	GS000d	GS001a	GS001b	GS001c	GS002	GS003	GS004	GS005	GS006	GS007	GS008	GS009	GS010	GS011	GS012	GS013	GS014	GS015	GS016	GS017	GS018	GS019	GS020	GS021	GS022	GS023	GS025	GS026	GS027	GS028	GS029	GS030	GS031	GS032	GS033	GS034	GS035	GS036	GS037	GS038	GS039	GS040	GS041	GS042	GS043	GS044	GS045	GS046	GS047	GS048a	GS049	GS050	GS051	GS048b	GS108a	GS108b	GS109	GS110a	GS110b	GS111	GS112a	GS112b	GS113	GS114	GS115	GS116	GS117a	GS117b	GS119	GS120	GS121	GS122a	GS122b	GS123	GS148	GS149
DUF3023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRA-CH	173	153	124	133	15	12	41	59	21	16	7	28	3	25	39	45	52	53	35	52	48	30	99	68	40	69	53	58	54	16	54	96	84	49	168	245	36	289	49	45	23	29	0	0	2	0	1	0	0	0	0	23	26	43	0	50	13	21	11	26	40	4	24	39	6	36	121	17	20	102	10	25	22	58	35	8	52	35	45
DLH	790	286	439	338	36	48	90	102	58	55	47	60	44	139	99	71	138	141	151	127	130	123	270	149	137	284	110	125	120	27	99	184	186	127	404	470	100	649	119	144	86	58	2	3	0	0	0	0	1	0	2	72	76	83	0	99	35	30	24	51	65	22	44	53	16	91	279	44	46	252	22	44	34	105	75	16	123	89	84
Phage_QLRG	10	2	1	2	1	0	0	3	1	3	15	2	7	2	2	4	0	2	26	1	0	0	2	2	5	6	5	3	3	4	2	11	8	0	1	1	3	137	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	1	0	1	1	1	2	0	0	0	1	0	0	0	3	0	2	0	0	1	0	0	0	0
MASE1	106	9	6	1	0	0	1	0	1	1	1	0	0	3	0	2	5	3	3	3	1	1	1	0	0	5	2	0	3	1	4	4	2	0	4	4	16	62	2	0	2	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	1	0	0	1	0
DUF2860	9	0	0	0	0	0	0	1	0	0	0	4	0	2	0	2	0	0	0	0	0	0	1	1	1	5	3	0	0	0	0	0	0	0	0	2	3	14	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1
DUF2459	3	5	6	11	0	0	0	3	1	0	1	0	2	1	0	0	0	0	1	2	4	2	6	2	6	2	1	3	0	0	1	2	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	1	0	0	0	2	0	1	3	0	1	3	0	0	0	1	1	0	1	1	0
DUF503	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF2095	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TruB_C	9	3	5	4	3	0	5	0	0	2	0	0	6	3	0	0	10	14	3	1	3	0	1	0	1	39	1	0	1	2	0	5	3	0	0	4	0	75	19	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	2	0	0	1	0	1	0	0	0	2	0	1	0	2	2	0	0	0	0	0	0	3	2
Colicin_Ia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF2635	3	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3HCDH_N	1120	628	714	568	51	87	171	189	104	104	75	126	90	274	122	160	202	215	197	304	178	247	447	271	235	413	272	238	217	60	166	414	384	259	760	966	192	1005	232	306	152	161	2	2	1	0	0	5	0	3	0	111	140	112	1	271	53	81	55	96	121	22	107	132	27	185	424	76	89	502	33	102	65	165	141	28	197	164	162
DUF1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HTH_6	268	18	11	9	2	1	5	17	8	4	11	5	7	21	10	7	7	4	14	7	6	5	10	8	4	10	14	2	3	0	4	16	16	10	42	32	22	134	7	8	2	2	0	0	0	2	0	0	0	0	0	3	2	2	0	9	3	1	8	2	2	3	7	0	2	6	7	4	0	11	1	2	0	6	1	2	4	6	9
HAS-barrel	173	197	194	173	18	20	54	60	27	23	16	32	24	52	37	40	49	44	38	43	71	73	110	76	73	77	58	73	70	19	63	134	101	54	214	282	40	139	76	70	25	26	1	0	0	0	0	0	1	0	0	37	31	46	0	50	10	14	14	30	47	6	23	39	12	55	146	27	21	144	8	37	14	53	44	10	54	47	47
Brr6_like_C_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FYTT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hom_end_hint	0	1	0	1	0	2	0	4	1	1	3	0	1	4	1	1	11	6	0	1	0	1	0	1	0	7	0	0	0	1	0	0	1	0	0	3	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	2	0	1	0	0	0	0	0	0	0	0	1
DUF2783	35	1	1	2	0	1	2	0	2	0	0	0	0	2	0	0	0	2	0	0	2	0	2	1	3	2	4	0	1	1	1	2	3	0	4	2	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	2	0	0	1	0	1	1	0	0	2	0	0	0	1	1	0	2	0	1	1	1	1
Rsm1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bunya_G2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Complex1_24kDa	258	200	193	211	9	15	60	62	24	28	12	31	18	80	42	59	92	96	64	93	66	82	127	88	72	233	68	74	79	11	76	121	120	88	289	353	85	258	77	75	49	36	4	0	0	0	0	0	0	0	0	26	42	45	2	86	9	28	16	39	46	1	36	48	5	68	152	42	34	195	5	41	22	69	48	5	75	43	66
D-aminoacyl_C	64	43	110	55	5	7	7	7	10	7	6	11	12	45	17	14	17	14	24	25	24	37	52	13	16	61	16	18	17	4	9	31	29	17	38	82	12	55	18	10	10	5	0	0	0	0	0	0	0	0	0	6	11	10	0	9	3	3	7	4	10	1	4	6	1	13	34	2	4	24	1	5	0	12	4	0	13	11	15
DUF2080	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOP5NT	0	0	5	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MerR-DNA-bind	764	53	20	23	4	4	3	2	8	1	10	4	5	33	10	4	12	2	22	10	16	13	9	16	16	14	9	5	20	2	19	17	14	15	43	33	26	112	11	22	6	17	0	0	0	0	0	0	0	0	0	2	24	8	0	12	18	9	3	5	4	0	6	5	1	9	18	3	3	30	1	3	2	11	14	0	12	6	10
CDP-OH_P_transf	363	344	411	347	23	44	98	127	50	53	58	62	35	150	92	102	153	194	135	123	145	133	261	146	140	421	165	141	181	31	107	229	223	179	553	569	125	625	153	148	89	76	0	1	3	2	0	1	0	1	0	83	65	81	1	140	10	43	20	56	70	9	60	78	12	125	328	56	68	305	20	60	31	105	68	17	124	93	112
DUF2367	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microvir_H	0	0	0	0	0	0	0	0	13	0	0	0	3	1	0	4	2	0	3	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF11CD3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DUF3170	521	30	54	54	24	44	27	35	15	30	35	21	30	141	31	24	97	96	92	28	27	20	46	32	41	307	68	33	20	35	16	110	56	32	66	48	122	1743	137	37	15	14	0	0	0	0	0	0	0	0	0	35	41	7	0	36	32	7	19	7	12	14	3	8	18	12	41	6	12	46	43	6	3	16	10	15	27	44	37
zf-CDGSH	23	29	34	42	2	6	13	33	22	10	14	10	12	15	18	21	45	39	25	24	19	13	20	20	17	54	17	14	15	1	12	30	30	19	51	43	20	53	11	11	6	2	0	0	0	0	0	0	0	0	0	7	9	9	0	17	1	7	3	6	10	0	7	12	0	7	36	8	8	25	4	4	5	9	8	0	10	9	9
RE_HindIII	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p25-alpha	0	1	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	2	6	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	0	1	1	0	0	0	0	1	1	1	0
PIGA	0	3	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
INO80_Ies4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAND	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zf-CHY	8	1	1	2	3	4	1	0	1	0	0	0	0	1	0	2	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	1	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	1
Chagasin_I42	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	1	1	1	0	1	1	1	7	1	2	0	0	0	0	0	0	2	0	1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NadA	225	210	129	184	17	18	52	75	25	19	12	36	31	75	38	45	63	77	47	78	77	78	118	90	90	136	74	57	67	26	62	127	84	48	208	236	49	282	72	68	37	41	2	0	1	2	0	0	0	0	0	27	55	55	0	63	10	21	8	30	50	5	31	42	8	61	172	23	36	156	11	47	24	60	55	10	66	37	54
DUF412	29	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF2116	0	0	4	0	0	1	0	0	0	0	0	0	1	2	0	1	0	0	3	5	2	4	3	1	3	3	3	0	2	1	0	2	6	0	0	6	3	5	1	3	2	3	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	1	1	1	4	1	2	0	1	3	5	1	0	5	1	1	0	3	0	1	1	1	0
DUF3313	37	0	3	0	0	0	0	1	1	0	5	3	0	4	2	2	4	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	4	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EutC	57	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF530	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Acylphosphatase	111	20	57	26	4	2	5	4	0	1	1	3	0	10	7	0	7	10	4	7	3	9	11	6	7	15	5	5	4	5	3	14	3	3	11	34	27	111	20	3	1	2	0	0	0	0	0	2	0	0	0	2	7	2	0	1	3	0	0	4	4	2	3	4	0	2	10	1	2	8	1	0	1	2	2	1	2	4	3
SURF1	189	126	122	137	7	13	52	51	23	17	20	42	17	56	33	60	81	96	48	58	47	47	91	64	67	131	59	87	70	10	65	131	115	90	269	183	65	310	64	72	42	28	0	0	0	0	1	0	0	0	0	31	33	27	0	68	5	20	7	26	21	6	36	39	3	48	106	28	21	154	5	30	15	43	43	3	46	43	45
DUF458	3	10	3	8	3	1	6	1	7	3	4	3	0	7	2	8	17	11	4	4	4	1	4	10	1	45	7	3	4	0	6	10	12	6	16	13	4	9	7	7	4	2	0	0	0	0	0	0	0	0	0	3	1	0	0	4	0	1	8	2	3	0	2	0	0	1	15	0	4	8	0	0	1	3	0	0	7	5	2
Reg_prop	170	65	128	34	20	3	10	13	9	12	13	4	2	15	15	12	10	9	27	15	31	43	55	21	13	44	30	22	22	9	12	33	30	17	49	69	46	115	9	31	14	12	0	0	0	0	0	0	0	1	0	12	7	10	0	7	10	10	5	6	12	4	13	13	7	28	45	11	12	52	5	9	2	20	9	6	25	13	20
DUF401	15	1	0	0	1	0	0	0	0	0	1	2	0	2	0	0	0	1	3	0	1	2	3	2	1	6	1	1	1	0	2	0	1	2	2	5	0	4	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	20	0	0	1	1	0	0	0	0	0	1	3	0	0	1	1	0	0	1	1	0	0	0	1
DUF871	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baculo_gp41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phage_capsid	14	10	14	7	5	4	8	35	8	9	52	3	14	27	16	12	11	6	71	10	5	9	24	6	4	54	17	3	9	21	3	19	22	7	15	7	5	670	17	1	2	7	0	0	0	0	0	0	0	0	0	5	6	1	0	16	6	1	4	3	1	8	1	4	9	8	13	3	2	9	11	3	2	0	2	1	5	7	8
DUF697	74	16	2	31	10	9	7	1	1	1	0	0	2	5	0	1	1	0	1	3	38	16	61	34	40	4	3	7	22	42	25	32	8	3	7	2	1	99	30	6	0	1	0	0	0	0	0	2	0	0	0	6	9	27	0	3	19	13	10	18	20	14	9	21	17	20	64	8	11	12	23	11	21	29	28	14	8	11	7
DUF1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptidase_C13	3	0	5	1	2	0	0	0	0	2	0	0	0	1	0	1	1	0	2	0	3	1	1	0	0	2	1	1	0	5	1	0	1	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0
Phage_GP20	1	0	4	3	0	0	0	1	0	0	1	0	0	0	0	0	2	2	1	0	0	2	1	2	0	3	0	1	0	0	1	2	0	1	2	1	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	1
HS1_rep	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YL1	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BCHF	2	5	3	3	0	1	1	2	2	2	5	0	2	10	9	3	9	3	4	5	4	5	7	1	2	5	1	3	2	0	2	14	10	9	21	17	0	72	5	6	0	4	0	0	0	0	0	0	0	0	0	1	2	2	0	11	0	1	2	2	3	0	1	4	1	4	11	2	1	9	1	0	1	2	1	0	6	2	4
TraE	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NADH_ub_rd_NUML	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YibE_F	0	1	0	1	0	0	0	2	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	1	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
RuBisCO_large_N	18	7	5	23	3	2	2	0	1	0	0	2	0	8	0	2	4	2	3	2	17	9	21	15	12	0	2	2	12	18	19	17	4	0	6	15	9	131	12	2	0	0	0	0	0	0	0	0	0	0	0	8	5	17	0	1	14	8	5	2	4	1	3	8	6	7	24	5	4	6	8	6	9	6	10	8	4	4	8
FAINT	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF3260	56	1	0	0	2	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhibitor_PI31	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DUF288	3	0	2	3	1	2	0	0	0	0	0	0	2	0	5	0	0	2	1	0	1	0	2	0	1	3	1	2	1	0	0	1	2	0	2	3	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	2	1	0	0	0	0	0	0	0	1
Ribonuclease_T2	91	2	3	2	0	1	0	0	3	1	0	7	0	1	2	5	4	4	3	3	3	0	4	1	1	3	0	4	1	3	2	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	3	0	1	0	3	0	1	0	2	0	0	1	1	0	1	0	1	3
DUF1986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ufd2P_core	0	3	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	3	2	0	0	0	1	0	4	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	1	1	0	0	0	2	0	1	0	0	1	0	0	0
Spermine_synth	275	123	97	144	11	16	25	42	19	10	16	31	17	28	30	38	26	28	45	41	40	34	90	62	48	37	29	48	54	11	57	78	83	38	131	187	48	218	43	32	24	16	1	0	0	0	0	0	0	0	0	32	42	41	2	47	14	18	4	31	27	10	20	35	11	34	146	28	24	107	10	28	14	50	43	10	40	37	34
Alpha-L-AF_C	5	2	3	7	3	5	5	2	3	1	2	1	1	1	6	1	1	5	2	3	0	0	5	2	0	0	1	1	0	7	0	3	5	3	6	7	5	3	4	0	1	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	2	0	0	2	1	2	0	5	8	0	1	4	3	0	0	0	1	2	1	5	0
DUF2574	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF227	77	79	81	94	9	20	19	19	7	9	12	5	8	46	26	23	21	29	38	41	28	38	59	44	39	72	31	19	42	4	27	56	43	33	107	126	28	91	26	28	12	13	0	0	0	0	0	0	1	0	0	24	20	18	1	25	9	9	5	20	20	9	11	18	6	25	63	9	8	76	6	8	6	23	19	5	22	16	36
XAP5	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FliS	79	16	14	13	4	12	9	6	2	5	8	1	4	11	2	2	6	4	9	12	9	13	29	19	13	12	18	9	13	2	10	15	15	5	51	28	5	109	19	17	3	7	0	0	0	0	0	0	0	0	0	8	7	8	0	7	3	3	1	2	5	1	2	8	4	15	22	2	7	22	0	5	1	8	4	2	14	6	15
RES	117	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	2	4	1	2	0	0	2	0	0	4	2	0	1	0	0	0	0	0	2	0	4	73	0	0	0	2	0	0	0	0	0	0	0	0	0	1	6	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PMBR	0	0	1	1	1	0	0	0	0	3	0	0	0	1	0	0	0	3	0	0	0	1	1	1	0	2	1	0	0	1	0	1	2	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0
Lact-deh-memb	12	10	22	10	2	1	3	8	7	0	3	4	2	5	0	3	0	0	3	11	7	8	18	8	7	0	4	5	8	3	7	21	12	8	32	32	9	6	5	13	4	5	0	2	0	0	0	3	0	0	0	5	4	1	0	5	0	0	0	4	4	2	5	10	4	7	11	5	3	20	3	1	0	6	3	3	7	8	6
Thiolase_N	1401	503	673	511	59	74	166	166	115	125	103	124	98	335	169	162	216	192	238	222	171	205	393	243	174	428	232	216	192	50	150	416	404	216	698	822	177	1167	265	264	129	132	3	2	2	2	0	0	0	1	5	116	124	120	1	229	56	55	83	63	138	30	97	109	16	168	431	81	77	556	40	73	72	158	127	24	178	172	189
